ID,state
0,<nil>
1,<nil>
2,<nil>
3,<nil>
4,<nil>
5,<nil>
6,<nil>
7,<nil>
8,<nil>
9,<nil>
10,<nil>
11,<nil>
12,<nil>
13,<nil>
14,<nil>
15,<nil>
16,Virus_inside -- Virus_replication -- Chemokin_secretion
17,Virus_inside -- Virus_replication
18,Virus_inside -- Virus_replication -- Chemokin_secretion
2461,<nil>
20,Virus_inside -- Virus_replication -- Chemokin_secretion
5669,Phagocytosis -- Apoptotic_cell
2160,Virus_inside -- Virus_replication -- Chemokin_secretion
23,Virus_inside -- Virus_replication -- Chemokin_secretion
24,Virus_inside -- Virus_replication -- Chemokin_secretion
25,Virus_inside -- Virus_replication -- Chemokin_secretion
5229,Active
5976,<nil>
5460,Active
4980,Active
6017,Active
5866,CD8_Tcell_activation -- Phagocytosis -- Apoptotic_cell -- Active
2161,Virus_inside -- Virus_replication -- Chemokin_secretion
33,Virus_inside -- Virus_replication -- Chemokin_secretion
2117,Virus_inside -- Virus_replication -- Chemokin_secretion
35,Virus_inside -- Virus_replication -- Chemokin_secretion
5948,<nil>
5185,Phagocytosis -- Apoptotic_cell -- Active
5797,Active
39,Virus_inside -- Virus_replication -- Chemokin_secretion -- TCell_attached -- Apoptosis_type_I
40,Virus_inside
41,Virus_inside -- Virus_replication -- Chemokin_secretion
42,Virus_inside -- Virus_replication -- Chemokin_secretion
43,Virus_inside
1906,<nil>
45,<nil>
46,<nil>
47,<nil>
48,<nil>
49,<nil>
50,<nil>
51,<nil>
52,<nil>
53,<nil>
54,<nil>
55,<nil>
56,<nil>
57,<nil>
58,<nil>
59,<nil>
60,<nil>
61,<nil>
62,<nil>
63,<nil>
64,<nil>
65,<nil>
66,Virus_inside -- Virus_replication
67,Virus_inside -- Virus_replication -- Chemokin_secretion
68,Virus_inside -- Virus_replication -- Chemokin_secretion
69,Virus_inside -- Virus_replication -- Chemokin_secretion
5196,<nil>
71,Virus_inside -- Virus_replication -- Chemokin_secretion
72,Virus_inside -- Virus_replication -- Chemokin_secretion
73,Virus_inside -- Virus_replication -- Chemokin_secretion
74,Virus_inside -- Virus_replication -- Chemokin_secretion
5880,Phagocytosis -- Apoptotic_cell
5884,<nil>
5381,Apoptotic_cell -- M2_Phenotype -- Active
2675,<nil>
2007,<nil>
80,Virus_inside -- Virus_replication -- Chemokin_secretion
6003,CD8_Tcell_activation -- Phagocytosis -- Apoptotic_cell -- Active
5772,<nil>
83,Virus_inside -- Virus_replication -- Chemokin_secretion
2631,<nil>
5637,Active
5115,<nil>
5625,CD8_Tcell_activation -- Phagocytosis -- Apoptotic_cell -- Active
5515,Phagocytosis -- Apoptotic_cell -- Active
5678,<nil>
5855,<nil>
91,Virus_inside -- Virus_replication -- Chemokin_secretion
92,<nil>
93,Virus_inside -- Virus_replication
94,<nil>
95,<nil>
96,<nil>
97,<nil>
98,<nil>
99,<nil>
100,<nil>
101,<nil>
102,<nil>
103,<nil>
104,<nil>
105,<nil>
106,<nil>
107,<nil>
108,<nil>
109,<nil>
110,<nil>
111,<nil>
112,<nil>
113,<nil>
114,<nil>
115,Virus_inside -- Virus_replication
116,<nil>
117,Virus_inside -- Virus_replication -- Chemokin_secretion
3225,<nil>
5853,<nil>
5940,Active
4995,CD8_Tcell_activation -- Phagocytosis -- Apoptotic_cell -- Active
2412,<nil>
123,Virus_inside -- Virus_replication -- Chemokin_secretion
5599,<nil>
5695,<nil>
5786,Active
5858,CD8_Tcell_activation -- Phagocytosis -- Apoptotic_cell -- Active
2165,Virus_inside -- Virus_replication -- Chemokin_secretion
5082,Active
2490,<nil>
5749,<nil>
5626,Active
5794,Active
4584,Apoptotic_cell -- M2_Phenotype -- Active
5759,<nil>
1957,<nil>
2309,Virus_inside -- Virus_replication -- Chemokin_secretion -- TCell_attached
138,<nil>
5996,<nil>
2053,Virus_inside -- Virus_replication
5791,Active
142,Virus_inside -- Virus_replication -- Chemokin_secretion
143,<nil>
144,<nil>
145,<nil>
146,<nil>
147,<nil>
148,<nil>
149,<nil>
150,<nil>
151,<nil>
152,<nil>
153,<nil>
154,<nil>
155,<nil>
156,<nil>
157,<nil>
158,<nil>
159,<nil>
160,<nil>
161,<nil>
162,<nil>
163,Virus_inside -- Virus_replication
164,Virus_inside -- Virus_replication -- Chemokin_secretion
165,Virus_inside -- Virus_replication -- Chemokin_secretion
2154,<nil>
167,Virus_inside -- Virus_replication -- Chemokin_secretion
5990,<nil>
5738,Active
170,Virus_inside -- Virus_replication -- Chemokin_secretion
171,Virus_inside -- Virus_replication -- Chemokin_secretion
2254,<nil>
5789,<nil>
5409,Apoptotic_cell -- M2_Phenotype -- Active
5783,Active
2060,<nil>
2204,<nil>
5861,Active
5311,Active
5947,Active
2506,Virus_inside -- Virus_replication -- Chemokin_secretion
2598,<nil>
5527,Active
5965,Active
185,Virus_inside -- Virus_replication -- Chemokin_secretion
4295,Apoptotic_cell -- M2_Phenotype -- Active
187,<nil>
188,Virus_inside -- Virus_replication -- Chemokin_secretion
189,Virus_inside -- Virus_replication -- Chemokin_secretion
190,<nil>
191,<nil>
192,<nil>
193,<nil>
194,<nil>
195,<nil>
196,<nil>
197,<nil>
198,<nil>
199,<nil>
200,<nil>
201,<nil>
202,<nil>
203,<nil>
204,<nil>
205,<nil>
206,<nil>
207,<nil>
208,<nil>
209,<nil>
210,<nil>
211,<nil>
212,Virus_inside -- Virus_replication -- Chemokin_secretion
5925,Active
214,Virus_inside -- Virus_replication -- Chemokin_secretion
1910,<nil>
2057,<nil>
2773,<nil>
2584,<nil>
5572,Active
2653,<nil>
5871,<nil>
5730,Active
1965,Virus_inside -- Virus_replication -- Chemokin_secretion
2054,<nil>
5747,Phagocytosis -- Apoptotic_cell
2399,<nil>
2049,Virus_inside -- Virus_replication -- Chemokin_secretion
1968,Virus_inside -- Virus_replication -- Chemokin_secretion
5123,Phagocytosis -- Apoptotic_cell -- Active
2359,<nil>
2602,<nil>
2438,Virus_inside -- Virus_replication -- Chemokin_secretion
2401,<nil>
2537,<nil>
5991,Active
5719,<nil>
237,<nil>
238,<nil>
239,<nil>
240,<nil>
241,<nil>
242,<nil>
243,<nil>
244,<nil>
245,<nil>
246,<nil>
247,<nil>
248,<nil>
249,<nil>
250,<nil>
251,<nil>
252,<nil>
253,<nil>
254,<nil>
255,<nil>
256,<nil>
257,<nil>
258,<nil>
259,<nil>
260,<nil>
261,Virus_inside -- Virus_replication -- Chemokin_secretion
262,<nil>
5966,<nil>
4987,Phagocytosis -- Apoptotic_cell -- Active
5958,<nil>
2788,<nil>
5879,<nil>
2447,<nil>
2250,<nil>
2507,<nil>
2261,Virus_inside -- Virus_replication -- Chemokin_secretion
5868,<nil>
2775,<nil>
5709,Active
5660,<nil>
5161,Active
5477,CD8_Tcell_activation -- Phagocytosis -- Apoptotic_cell -- Active
5310,Apoptotic_cell -- M2_Phenotype -- Active
5523,<nil>
5542,<nil>
2365,<nil>
5179,<nil>
2307,<nil>
2237,Virus_inside -- Virus_replication -- Chemokin_secretion
285,<nil>
286,<nil>
287,<nil>
288,<nil>
289,<nil>
290,<nil>
291,<nil>
292,<nil>
293,<nil>
294,<nil>
295,<nil>
296,<nil>
297,<nil>
298,<nil>
299,<nil>
300,<nil>
301,<nil>
302,<nil>
303,<nil>
304,<nil>
305,<nil>
306,<nil>
307,<nil>
308,<nil>
309,<nil>
310,Virus_inside -- Virus_replication
311,Virus_inside -- Virus_replication -- Chemokin_secretion
6000,Active
5765,Phagocytosis -- Apoptotic_cell -- Active
5579,Phagocytosis -- Apoptotic_cell
5326,Active
4973,Apoptotic_cell -- M2_Phenotype -- Active
5986,Active
5245,<nil>
2480,<nil>
5467,<nil>
5831,<nil>
5222,Active
5726,CD8_Tcell_activation -- Apoptotic_cell -- M2_Phenotype -- Active
2061,Virus_inside -- Virus_replication -- Chemokin_secretion
5917,Active
2605,<nil>
2435,Virus_inside -- Virus_replication
2210,<nil>
5568,Active
5571,Phagocytosis -- Apoptotic_cell -- Active
5575,<nil>
2454,<nil>
2545,<nil>
2012,Virus_inside -- Virus_replication
335,<nil>
336,<nil>
337,<nil>
338,<nil>
339,<nil>
340,<nil>
341,<nil>
342,<nil>
343,<nil>
344,<nil>
345,<nil>
346,<nil>
347,<nil>
348,<nil>
349,<nil>
350,<nil>
351,Virus_inside -- Virus_replication
352,<nil>
353,<nil>
354,<nil>
355,<nil>
