ID,state
0,<nil>
1,<nil>
2,<nil>
3,<nil>
4,<nil>
5,<nil>
6,<nil>
7,<nil>
8,<nil>
9,<nil>
10,<nil>
11,<nil>
12,<nil>
13,<nil>
14,<nil>
15,<nil>
16,Virus_inside -- Virus_replication -- Chemokin_secretion
17,Virus_inside -- Virus_replication -- Chemokin_secretion
18,Virus_inside -- Virus_replication -- Chemokin_secretion
2461,<nil>
20,Virus_inside -- Virus_replication -- Chemokin_secretion
6231,<nil>
6273,<nil>
1862,<nil>
24,Virus_inside -- Virus_replication -- Chemokin_secretion
25,Virus_inside -- Virus_replication -- Chemokin_secretion
5229,Active
6274,Active
2720,Virus_inside
4980,Active
6017,Active
5866,Apoptotic_cell -- M2_Phenotype -- Active
2161,Virus_inside -- Virus_replication -- Chemokin_secretion
33,Virus_inside -- Virus_replication -- Chemokin_secretion
6380,<nil>
35,Virus_inside -- Virus_replication -- Chemokin_secretion
6258,Active
6369,<nil>
5797,Active
6309,Active
40,Virus_inside -- Virus_replication -- Chemokin_secretion
41,Virus_inside -- Virus_replication -- Chemokin_secretion
42,Virus_inside -- Virus_replication -- Chemokin_secretion
43,Virus_inside -- Virus_replication -- Chemokin_secretion
1906,Virus_inside -- Virus_replication -- Chemokin_secretion
45,<nil>
46,<nil>
47,<nil>
48,<nil>
49,<nil>
50,<nil>
51,<nil>
52,<nil>
53,<nil>
54,<nil>
55,<nil>
56,<nil>
57,<nil>
58,<nil>
59,<nil>
60,<nil>
61,<nil>
62,<nil>
63,<nil>
64,<nil>
65,Virus_inside -- Virus_replication -- Chemokin_secretion
66,Virus_inside -- Virus_replication -- Chemokin_secretion
67,Virus_inside -- Virus_replication -- Chemokin_secretion
68,Virus_inside -- Virus_replication -- Chemokin_secretion
6210,<nil>
6249,<nil>
71,Virus_inside -- Virus_replication -- Chemokin_secretion
6072,<nil>
73,Virus_inside -- Virus_replication -- Chemokin_secretion
74,Virus_inside -- Virus_replication -- Chemokin_secretion
6394,<nil>
1858,Virus_inside -- Virus_replication
5381,Apoptotic_cell -- M2_Phenotype -- Active
2675,<nil>
2007,<nil>
80,Virus_inside -- Virus_replication -- Chemokin_secretion
6264,Active
5772,<nil>
83,Virus_inside -- Virus_replication -- Chemokin_secretion
2631,<nil>
5637,Active
5115,<nil>
5625,Apoptotic_cell -- M2_Phenotype -- Active
5515,Apoptotic_cell -- M2_Phenotype -- Active
5678,<nil>
5855,<nil>
91,Virus_inside -- Virus_replication -- Chemokin_secretion
92,<nil>
93,Virus_inside -- Virus_replication -- Chemokin_secretion
94,Virus_inside -- Virus_replication
95,Virus_inside -- Virus_replication
96,<nil>
97,<nil>
98,<nil>
99,<nil>
100,<nil>
101,<nil>
102,<nil>
103,<nil>
104,<nil>
105,<nil>
106,<nil>
107,<nil>
108,<nil>
109,<nil>
110,<nil>
111,<nil>
112,<nil>
113,<nil>
114,Virus_inside -- Virus_replication
6127,<nil>
116,Virus_inside -- Virus_replication -- Chemokin_secretion
117,Virus_inside -- Virus_replication -- Chemokin_secretion
3225,<nil>
6260,Active
6384,<nil>
6025,Active
2412,Virus_inside -- Virus_replication -- Chemokin_secretion -- TCell_attached
6426,<nil>
6281,Phagocytosis -- Apoptotic_cell -- Active
5695,<nil>
1856,Virus_inside -- Virus_replication -- Chemokin_secretion
2644,<nil>
6257,Active
6151,CD8_Tcell_activation -- Phagocytosis -- Apoptotic_cell
2490,<nil>
5749,<nil>
5626,Active
5794,Active
4584,Apoptotic_cell -- M2_Phenotype -- Active
6077,<nil>
1957,<nil>
6424,<nil>
138,Virus_inside -- Virus_replication -- Chemokin_secretion -- TCell_attached
5996,<nil>
6083,Apoptotic_cell -- M2_Phenotype -- Active
5791,Apoptotic_cell -- M2_Phenotype -- Active
1866,Virus_inside -- Virus_replication -- Chemokin_secretion
143,<nil>
144,<nil>
145,<nil>
146,<nil>
147,<nil>
148,<nil>
149,<nil>
150,<nil>
151,<nil>
152,<nil>
153,<nil>
154,<nil>
155,<nil>
156,<nil>
157,<nil>
158,<nil>
159,<nil>
160,<nil>
161,Virus_inside -- Virus_replication -- Chemokin_secretion
162,<nil>
163,Virus_inside -- Virus_replication -- Chemokin_secretion
164,Virus_inside -- Virus_replication -- Chemokin_secretion
165,Virus_inside -- Virus_replication -- Chemokin_secretion
2154,<nil>
6337,<nil>
5990,<nil>
6237,<nil>
6114,<nil>
6062,Active
2254,<nil>
5789,<nil>
5409,CD8_Tcell_activation -- Apoptotic_cell -- M2_Phenotype -- Active
6306,Active
2060,<nil>
2204,<nil>
6033,<nil>
6346,Active
5947,Active
2506,Virus_inside -- Virus_replication -- Chemokin_secretion
2598,<nil>
5527,Active
2107,<nil>
6200,<nil>
6304,Active
187,<nil>
188,Virus_inside -- Virus_replication -- Chemokin_secretion
189,Virus_inside -- Virus_replication -- Chemokin_secretion -- TCell_attached
190,Virus_inside -- Virus_replication
191,<nil>
192,<nil>
193,<nil>
194,<nil>
195,<nil>
196,<nil>
197,<nil>
198,<nil>
199,<nil>
200,<nil>
201,<nil>
202,<nil>
203,<nil>
204,<nil>
205,<nil>
206,<nil>
207,<nil>
208,<nil>
209,<nil>
210,<nil>
211,<nil>
212,Virus_inside -- Virus_replication -- Chemokin_secretion
6169,Active
214,Virus_inside -- Virus_replication -- Chemokin_secretion
1910,<nil>
2057,<nil>
2773,<nil>
2584,<nil>
6176,Active
2653,<nil>
5871,<nil>
5730,Phagocytosis -- Apoptotic_cell -- Active
1965,Virus_inside -- Virus_replication -- Chemokin_secretion
6313,<nil>
5747,Phagocytosis -- Apoptotic_cell
2399,<nil>
6023,<nil>
1968,Virus_inside -- Virus_replication -- Chemokin_secretion -- TCell_attached
5123,Phagocytosis -- Apoptotic_cell -- Active
2359,Virus_inside -- Virus_replication
2602,<nil>
2438,Virus_inside -- Virus_replication -- Chemokin_secretion
2401,<nil>
2537,<nil>
5991,Active
5719,<nil>
237,Virus_inside -- Virus_replication
238,Virus_inside -- Virus_replication
239,Virus_inside -- Virus_replication
240,<nil>
241,<nil>
242,<nil>
243,<nil>
244,<nil>
245,<nil>
246,<nil>
247,<nil>
248,<nil>
249,<nil>
250,<nil>
251,<nil>
252,<nil>
253,<nil>
254,<nil>
255,<nil>
256,<nil>
257,<nil>
258,<nil>
259,Virus_inside
260,Virus_inside -- Virus_replication
261,Virus_inside -- Virus_replication -- Chemokin_secretion
6278,Active
5966,<nil>
6095,<nil>
5958,<nil>
2788,<nil>
5879,<nil>
2447,<nil>
6198,Phagocytosis -- Apoptotic_cell
2507,<nil>
2261,Virus_inside -- Virus_replication -- Chemokin_secretion
6060,Active
2775,<nil>
5709,CD8_Tcell_activation -- Phagocytosis -- Apoptotic_cell -- Active
5660,<nil>
5998,<nil>
5477,Phagocytosis -- Apoptotic_cell -- Active
5310,CD8_Tcell_activation -- Apoptotic_cell -- M2_Phenotype -- Active
6149,<nil>
5542,<nil>
2365,Virus_inside -- Virus_replication -- Chemokin_secretion
5179,<nil>
2307,<nil>
2237,Virus_inside -- Virus_replication -- Chemokin_secretion
285,<nil>
286,Virus_inside -- Virus_replication
287,Virus_inside -- Virus_replication -- Chemokin_secretion
288,<nil>
289,<nil>
290,<nil>
291,<nil>
292,<nil>
293,<nil>
294,<nil>
295,<nil>
296,<nil>
297,<nil>
298,<nil>
299,<nil>
300,<nil>
301,<nil>
302,<nil>
303,Virus_inside
304,<nil>
305,<nil>
306,<nil>
307,<nil>
308,<nil>
309,Virus_inside -- Virus_replication -- Chemokin_secretion
310,Virus_inside -- Virus_replication -- Chemokin_secretion
311,Virus_inside -- Virus_replication -- Chemokin_secretion
6000,Active
5765,Apoptotic_cell -- M2_Phenotype -- Active
6266,Active
5326,Active
6183,<nil>
5986,Active
5245,<nil>
2480,<nil>
5467,<nil>
5831,<nil>
5222,Active
5726,Apoptotic_cell -- M2_Phenotype -- Active
6180,<nil>
5917,Active
2605,<nil>
6261,<nil>
2210,<nil>
6059,<nil>
5571,Phagocytosis -- Apoptotic_cell -- Active
6372,<nil>
2454,<nil>
2545,<nil>
6280,Active
335,<nil>
336,<nil>
337,<nil>
338,<nil>
339,<nil>
340,<nil>
341,<nil>
342,<nil>
343,<nil>
344,<nil>
345,<nil>
346,<nil>
347,<nil>
348,<nil>
349,<nil>
350,<nil>
6162,Active
352,<nil>
353,<nil>
354,<nil>
355,<nil>
356,<nil>
